"","name","domain","year founded","industry","size range","locality","country","linkedin url","current employee estimate","total employee estimate"
"4222318","ssm health care","ssmhc.com","","hospital & health care","10001+","","","linkedin.com/company/ssm-health-care","4489","7146"
"5853343","telkomsel","telkomsel.com","1995.0","telecommunications","10001+","selatan, east java, indonesia","indonesia","linkedin.com/company/telkomsel","4488","7733"
"2481677","micro focus","microfocus.com","1976.0","computer software","5001 - 10000","berks, west berkshire, united kingdom","united kingdom","linkedin.com/company/micro-focus","4488","6770"
"4651917","university of rome ""la sapienza""","uniroma1.it","","research","10001+","rome, lazio, italy","italy","linkedin.com/company/university-of-rome-la-sapienza","4488","10560"
"3335885","geen meer","ouwwoensel.nl","","online media","10001+","","","linkedin.com/company/geen-meer","4485","4745"
"4682071","sicredi","sicredi.com.br","1902.0","financial services","10001+","porto alegre, rio grande do sul, brazil","brazil","linkedin.com/company/sicredi","4483","8068"
"3655768","fairview health services","fairview.org","1906.0","hospital & health care","5001 - 10000","minneapolis, minnesota, united states","united states","linkedin.com/company/fairview-health-services","4482","8313"
"1354118","windstream communications","windstreamenterprise.com","2006.0","telecommunications","5001 - 10000","little rock, arkansas, united states","united states","linkedin.com/company/windstream-enterprise","4478","10160"
"1213301","amcor","amcor.com","1864.0","packaging and containers","10001+","","","linkedin.com/company/amcor","4478","11405"
"3756024","the pampered chef","pamperedchef.com","1980.0","consumer goods","5001 - 10000","addison, illinois, united states","united states","linkedin.com/company/the-pampered-chef","4478","7665"
"2619047","j. walter thompson worldwide","jwt.com","1864.0","marketing and advertising","5001 - 10000","new york, new york, united states","united states","linkedin.com/company/jwt","4475","27807"
"2410163","owens corning","owenscorning.com","1938.0","building materials","5001 - 10000","toledo, ohio, united states","united states","linkedin.com/company/owens-corning","4473","10870"
"645906","edwards lifesciences","edwards.com","1958.0","medical devices","5001 - 10000","irvine, california, united states","united states","linkedin.com/company/edwards-lifesciences","4471","8592"
"5473133","westrock company","westrock.com","2015.0","packaging and containers","5001 - 10000","atlanta, georgia, united states","united states","linkedin.com/company/westrockcompany","4469","6505"
"447766","policia militar","sc.gov.br","","public safety","10001+","","","linkedin.com/company/policia-militar","4461","5069"
"6493113","sony mobile communications","sonymobile.com","2001.0","telecommunications","5001 - 10000","raleigh, north carolina, united states","united states","linkedin.com/company/sony-mobile-communications","4460","14685"
"602981","arm","arm.com","1990.0","semiconductors","5001 - 10000","cambridge, cambridgeshire, united kingdom","united kingdom","linkedin.com/company/arm","4460","7455"
"3194279","diversey inc","diversey.com","1952.0","chemicals","10001+","amsterdam, noord-holland, netherlands","netherlands","linkedin.com/company/diversey-inc","4456","9419"
"242415","servicenow","servicenow.com","2004.0","computer software","5001 - 10000","santa clara, california, united states","united states","linkedin.com/company/servicenow","4452","6113"
"3308322","achmea","achmea.nl","1811.0","insurance","10001+","zeist, utrecht, netherlands","netherlands","linkedin.com/company/achmea","4452","15039"
"2434193","air india","","1985.0","airlines/aviation","10001+","dubai, dubai, united arab emirates","united arab emirates","linkedin.com/company/air-india","4451","7213"
"5089376","sealed air corporation","","1960.0","packaging and containers","5001 - 10000","charlotte, north carolina, united states","united states","linkedin.com/company/sealed-air-corporation","4447","8612"
"6998363","cobb county schools","cobbk12.org","","primary/secondary education","5001 - 10000","marietta, georgia, united states","united states","linkedin.com/company/cobb-county-school-district","4444","6920"
"1861147","l brands","","1963.0","retail","5001 - 10000","columbus, ohio, united states","united states","linkedin.com/company/limited-brands","4442","12081"
"6849209","steelcase","steelcase.com","1912.0","furniture","5001 - 10000","grand rapids, michigan, united states","united states","linkedin.com/company/steelcase","4442","10068"
"3139561","lam research","lamresearch.com","1980.0","semiconductors","5001 - 10000","fremont, california, united states","united states","linkedin.com/company/lam-research","4441","7762"
"5556545","navistar inc","navistar.com","1902.0","transportation/trucking/railroad","5001 - 10000","lisle, illinois, united states","united states","linkedin.com/company/navistar-inc","4441","11120"
"3239324","leo burnett","leoburnett.com","1935.0","marketing and advertising","5001 - 10000","chicago, illinois, united states","united states","linkedin.com/company/leo-burnett","4440","25199"
"6734423","bearingpoint","bearingpoint.com","2002.0","management consulting","10001+","amsterdam, noord-holland, netherlands","netherlands","linkedin.com/company/bearingpoint","4439","24152"
"1536058","fearless fly","","","marketing and advertising","10001+","","","linkedin.com/company/fearless-fly","4436","4484"
"1022998","yokogawa","yokogawa.com","1915.0","industrial automation","10001+","tokyo, tokyo, japan","japan","linkedin.com/company/yokogawa","4432","9541"
"829919","crossmark","crossmark.com","1905.0","consumer goods","5001 - 10000","plano, texas, united states","united states","linkedin.com/company/crossmark","4427","11034"
"1543316","bharat petroleum corporation limited","bharatpetroleum.in","","oil & energy","10001+","","","linkedin.com/company/bpcl","4427","8481"
"5932639","korn ferry","kornferry.com","1969.0","management consulting","5001 - 10000","los angeles, california, united states","united states","linkedin.com/company/kornferry-international","4426","12160"
"1261739","kinder morgan","kindermorgan.com","1997.0","oil & energy","5001 - 10000","houston, texas, united states","united states","linkedin.com/company/kinder-morgan","4426","7699"
"5331956","globant","globant.com","2003.0","information technology and services","10001+","buenos aires, buenos aires f.d., argentina","argentina","linkedin.com/company/globant","4426","9689"
"4840617","puma","puma.com","1948.0","apparel & fashion","10001+","herzogenaurach, bavaria, germany","germany","linkedin.com/company/puma","4424","13217"
"5180991","pt pln (persero)","pln.co.id","1961.0","utilities","10001+","jakarta, jakarta raya, indonesia","indonesia","linkedin.com/company/pt-pln-persero-","4423","5741"
"1589195","laing o'rourke","laingorourke.com","1978.0","construction","5001 - 10000","dartford, kent, united kingdom","united kingdom","linkedin.com/company/laingorourke","4419","13022"
"2129052","saudi oger ltd.","saudioger.com","1978.0","construction","10001+","","","linkedin.com/company/saudi-oger-ltd.","4418","9540"
"2303109","christus health","christushealth.org","1999.0","hospital & health care","5001 - 10000","irving, texas, united states","united states","linkedin.com/company/christus-health","4417","8139"
"2144626","millercoors","millercoors.com","2008.0","food & beverages","5001 - 10000","chicago, illinois, united states","united states","linkedin.com/company/millercoors","4416","10854"
"2655829","equifax","equifax.com","1899.0","financial services","5001 - 10000","atlanta, georgia, united states","united states","linkedin.com/company/equifax","4415","11328"
"6379568","epsilon","epsilon.com","1969.0","marketing and advertising","5001 - 10000","irving, texas, united states","united states","linkedin.com/company/epsilon","4408","8817"
"4628059","mobilink","mobilinkgsm.com","1994.0","telecommunications","10001+","islamabad, islamabad, pakistan","pakistan","linkedin.com/company/mobilinkgsm","4404","11812"
"6828731","university of massachusetts amherst","umass.edu","1863.0","higher education","5001 - 10000","amherst, massachusetts, united states","united states","linkedin.com/company/university-of-massachusetts-amherst","4403","17300"
"4416656","younique products","youniqueproducts.com","2012.0","consumer goods","5001 - 10000","lehi, utah, united states","united states","linkedin.com/company/younique-products","4399","5147"
"4183253","the cheesecake factory","thecheesecakefactory.com","1978.0","restaurants","5001 - 10000","calabasas, california, united states","united states","linkedin.com/company/the-cheesecake-factory","4398","11762"
"4245603","educational testing service (ets)","ets.org","1947.0","education management","5001 - 10000","princeton, new jersey, united states","united states","linkedin.com/company/educational-testing-service-ets","4398","8282"
"5656109","wolters kluwer","wolterskluwer.com","1836.0","information services","10001+","alphen, zuid-holland, netherlands","netherlands","linkedin.com/company/wolters-kluwer","4394","12762"
"5494315","tenneco","tenneco.com","1888.0","automotive","5001 - 10000","lake forest, illinois, united states","united states","linkedin.com/company/tenneco","4392","9574"
"4820345","university of tehran","ut.ac.ir","1934.0","higher education","10001+","tehran, tehrān, iran","iran","linkedin.com/company/university-of-tehran","4392","7466"
"5975925","sca - hygiene and forest products company","sca.com","1929.0","consumer goods","10001+","stockholm, stockholms lan, sweden","sweden","linkedin.com/company/sca-company","4392","12768"
"6735769","san diego unified school district","sandi.net","1854.0","education management","5001 - 10000","san diego, california, united states","united states","linkedin.com/company/san-diego-unified-school-district","4389","6727"
"1483519","private family","pspb.org.br","","hospitality","10001+","","","linkedin.com/company/private-family","4387","8396"
